targetDt	movieCd	audiCnt	audiAcc	salesAmt	salesAcc	movieNm
20171206	20165748	73683	3235358	531293200	25140991795	꾼
20171206	20173581	58212	743167	421727800	5622359225	기억의 밤
20171206	20178581	36104	600546	259770900	4577618128	오리엔트 특급 살인
20171206	20161762	22838	351178	162775900	2626263772	반드시 잡는다
20171206	20040695	8226	956904	62265700	6282535300	이프 온리
20171206	20179942	5948	295432	44592400	2340689200	러빙 빈센트
20171206	20168221	4703	1769625	33798000	14499456395	저스티스 리그
20171206	20175121	4314	4836299	30977200	39085158195	토르: 라그나로크
20171206	20174622	2183	1378850	16107900	10977058502	해피 데스데이
20171206	20175903	1599	1750	12993500	14201500	은혼
20171205	20165748	80944	3161677	585436700	24609716595	꾼
20171205	20173581	57435	684955	417029800	5200631425	기억의 밤
20171205	20178581	37234	564442	266443000	4317847228	오리엔트 특급 살인
20171205	20161762	26507	328340	191510900	2463487872	반드시 잡는다
20171205	20040695	8046	948678	60245300	6220269600	이프 온리
20171205	20179942	7663	289484	54815400	2296096800	러빙 빈센트
20171205	20168221	5298	1764922	37209000	14465658395	저스티스 리그
20171205	20175121	4238	4831985	30630500	39054180995	토르: 라그나로크
20171205	20174622	2277	1376667	16239800	10960950602	해피 데스데이
20171205	20175441	1735	167939	10825000	1204001364	채비
20171204	20165748	84731	3080733	617987500	24024279895	꾼
20171204	20173581	57770	627520	425316800	4783601625	기억의 밤
20171204	20178581	38169	527208	278407300	4051404228	오리엔트 특급 살인
20171204	20161762	25360	301833	184480400	2271976972	반드시 잡는다
20171204	20040695	7852	940632	58965700	6160024300	이프 온리
20171204	20179942	6187	281821	46212400	2241281400	러빙 빈센트
20171204	20168221	5030	1759624	37139100	14428449395	저스티스 리그
20171204	20175121	4556	4827747	33801500	39023550495	토르: 라그나로크
20171204	20174622	2257	1374390	16727200	10944710802	해피 데스데이
20171204	20170272	1079	2108	5865000	13794000	산상수훈
20171203	20165748	252473	2996002	2117649400	23406292395	꾼
20171203	20173581	148507	569750	1231048800	4358284825	기억의 밤
20171203	20178581	119988	489039	999706500	3772996928	오리엔트 특급 살인
20171203	20161762	67170	276473	556699700	2087496572	반드시 잡는다
20171203	20168221	20412	1754594	165016700	14391310295	저스티스 리그
20171203	20040695	18029	932780	156813800	6101058600	이프 온리
20171203	20179942	13497	275634	113463400	2195069000	러빙 빈센트
20171203	20175121	12638	4823191	104021900	38989748995	토르: 라그나로크
20171203	20174622	6370	1372133	52735100	10927983602	해피 데스데이
20171203	20174073	6085	13432	47454100	102659200	빅 배드 폭스
20171202	20165748	277291	2743529	2317118874	21288642995	꾼
20171202	20173581	157883	421243	1301664153	3127236025	기억의 밤
20171202	20178581	141708	369051	1186760973	2773290428	오리엔트 특급 살인
20171202	20161762	66161	209303	544461227	1530796872	반드시 잡는다
20171202	20168221	23699	1734182	193044800	14226293595	저스티스 리그
20171202	20040695	19830	914751	171837600	5944244800	이프 온리
20171202	20179942	14284	262137	120926400	2081605600	러빙 빈센트
20171202	20175121	13158	4810553	108838400	38885727095	토르: 라그나로크
20171202	20174622	8718	1365763	71830774	10875248502	해피 데스데이
20171202	20175223	6064	44500	45606200	325683800	래빗 스쿨
20171201	20165748	141893	2466238	1152521773	18971524121	꾼
20171201	20173581	89651	263360	719118972	1825571872	기억의 밤
20171201	20178581	71138	227343	579425155	1586529455	오리엔트 특급 살인
20171201	20161762	38542	143142	304962845	986335645	반드시 잡는다
20171201	20040695	12135	894921	103468400	5772407200	이프 온리
20171201	20168221	11719	1710483	92376600	14033248795	저스티스 리그
20171201	20179942	8440	247853	70446300	1960679200	러빙 빈센트
20171201	20175121	7879	4797395	62549500	38776888695	토르: 라그나로크
20171201	20174622	6029	1357045	46438673	10803417728	해피 데스데이
20171201	20080349	1246	282717	8888400	1878730700	버킷 리스트:죽기전에 꼭 하고싶은것들
20171130	20165748	124399	2324345	898433200	17819002348	꾼
20171130	20173581	69328	173709	502241400	1106452900	기억의 밤
20171130	20178581	60764	156205	441016400	1007104300	오리엔트 특급 살인
20171130	20161762	37426	104600	264702100	681372800	반드시 잡는다
20171130	20168221	10825	1698764	76947500	13940872195	저스티스 리그
20171130	20040695	8896	882786	65496300	5668938800	이프 온리
20171130	20179942	8293	239413	60549000	1890232900	러빙 빈센트
20171130	20175121	6507	4789516	46631800	38714339195	토르: 라그나로크
20171130	20174622	5033	1351016	36582000	10756979055	해피 데스데이
20171130	20174778	2530	28736	17212000	202919500	하이큐!! 재능과 센스
20171129	20165748	201523	2199946	1175320600	16920569148	꾼
20171129	20173581	97245	104381	561258200	604211500	기억의 밤
20171129	20178581	94340	95441	556848900	566087900	오리엔트 특급 살인
20171129	20161762	59907	67174	355845700	416670700	반드시 잡는다
20171129	20168221	20511	1687939	125437500	13863924695	저스티스 리그
20171129	20040695	14260	873890	80563500	5603442500	이프 온리
20171129	20179942	10673	231120	65694400	1829683900	러빙 빈센트
20171129	20174622	8752	1345983	52042700	10720397055	해피 데스데이
20171129	20175121	6856	4783009	42396300	38667707395	토르: 라그나로크
20171129	20175441	2035	162682	10630000	1169966164	채비
20171128	20165748	149373	1998423	1085892200	15745248548	꾼
20171128	20168221	22695	1667428	167066900	13738487195	저스티스 리그
20171128	20174622	15072	1337231	110015500	10668354355	해피 데스데이
20171128	20175121	11189	4776153	81682700	38625311095	토르: 라그나로크
20171128	20179942	9825	220447	72393200	1763989500	러빙 빈센트
20171128	20172742	4756	6871088	35610000	56248732349	범죄도시
20171128	20168754	3210	341633	22343400	2636001439	7호실
20171128	20173903	2910	26861	18903500	197643300	역모-반란의 시대
20171128	20173581	2233	7136	15529300	42953300	기억의 밤
20171128	20175441	2204	160647	13903000	1159336164	채비
20171127	20165748	159899	1849050	1174282500	14659356348	꾼
20171127	20168221	23350	1644733	174189100	13571420295	저스티스 리그
20171127	20174622	16420	1322159	119996700	10558338855	해피 데스데이
20171127	20175121	12285	4764964	89952000	38543628395	토르: 라그나로크
20171127	20179942	9311	210622	69925900	1691596300	러빙 빈센트
20171127	20172742	4419	6866332	33307500	56213122349	범죄도시
20171127	20168754	4196	338423	31679400	2613658039	7호실
20171127	20173903	2294	23951	15386000	178739800	역모-반란의 시대
20171127	20174222	2059	23979	14504000	186585200	키드냅
20171127	20173581	1752	4903	8760000	27424000	기억의 밤
20171126	20165748	473846	1689151	3916372500	13485073848	꾼
20171126	20168221	99255	1621383	816359700	13397231195	저스티스 리그
20171126	20174622	52144	1305739	421820600	10438342155	해피 데스데이
20171126	20175121	39538	4752679	320968650	38453676395	토르: 라그나로크
20171126	20179942	19604	201311	163780900	1621670400	러빙 빈센트
20171126	20175223	15758	34022	119778400	252414600	래빗 스쿨
20171126	20175288	9298	20487	70395700	151527500	피터와 모글리의 크리스마스 어드벤처
20171126	20172742	9042	6861913	77730000	56179814849	범죄도시
20171126	20168754	7325	334227	58117900	2581978639	7호실
20171126	20174222	4615	21920	38388100	172081200	키드냅
20171125	20165748	474992	1215305	3913036050	9568701348	꾼
20171125	20168221	109039	1522128	903206473	12580871495	저스티스 리그
20171125	20174622	59581	1253595	485719377	10016521555	해피 데스데이
20171125	20175121	39962	4713141	325839000	38132707745	토르: 라그나로크
20171125	20179942	18922	181707	159910400	1457889500	러빙 빈센트
20171125	20175223	12343	18264	91099200	132636200	래빗 스쿨
20171125	20172742	9109	6852871	79149400	56102084849	범죄도시
20171125	20175288	8244	11189	61611800	81131800	피터와 모글리의 크리스마스 어드벤처
20171125	20168754	6414	326902	50888850	2523860739	7호실
20171125	20174222	4893	17305	40637900	133693100	키드냅
20171124	20165748	263457	740313	2115210898	5655665298	꾼
20171124	20168221	49983	1413089	410148873	11677665022	저스티스 리그
20171124	20174622	34324	1194014	270818279	9530802178	해피 데스데이
20171124	20175121	19514	4673179	155367200	37806868745	토르: 라그나로크
20171124	20179942	10271	162785	86619000	1297979100	러빙 빈센트
20171124	20172742	5297	6843762	44927500	56022935449	범죄도시
20171124	20168754	5193	320488	39223052	2472971889	7호실
20171124	20173903	5001	13042	39535200	97138600	역모-반란의 시대
20171124	20174222	3926	12412	31366700	93055200	키드냅
20171124	20175441	3717	150392	22989900	1085308464	채비
20171123	20165748	224945	476856	1641943500	3540454400	꾼
20171123	20168221	42378	1363106	311497400	11267516149	저스티스 리그
20171123	20174622	32324	1159690	232742100	9259983899	해피 데스데이
20171123	20175121	15417	4653665	111034200	37651501545	토르: 라그나로크
20171123	20179942	7821	152514	58030000	1211360100	러빙 빈센트
20171123	20173903	5727	8041	40740400	57603400	역모-반란의 시대
20171123	20168754	4871	315295	35205300	2433748837	7호실
20171123	20175441	4039	146675	25046500	1062318564	채비
20171123	20174778	3935	20167	26599500	141673500	하이큐!! 재능과 센스
20171123	20172742	3568	6838465	26522700	55978007949	범죄도시
20171122	20165748	213172	251911	1564888600	1898510900	꾼
20171122	20168221	44903	1320728	334680800	10956018749	저스티스 리그
20171122	20174622	29475	1127366	215254300	9027241799	해피 데스데이
20171122	20175121	12529	4638248	93138500	37540467345	토르: 라그나로크
20171122	20179942	7660	144693	57790000	1153330100	러빙 빈센트
20171122	20168754	4722	310424	34396400	2398543537	7호실
20171122	20172742	4509	6834897	33320000	55951485249	범죄도시
20171122	20175441	3890	142636	25292000	1037272064	채비
20171122	20174222	3615	4977	26200800	36401500	키드냅
20171122	20172603	3050	1475090	20374600	11665605098	부라더
20171121	20168221	60926	1275825	471091800	10621337949	저스티스 리그
20171121	20174622	27967	1097891	213725800	8811987499	해피 데스데이
20171121	20168754	17260	305702	126949500	2364147137	7호실
20171121	20175121	15323	4625719	115776500	37447328845	토르: 라그나로크
20171121	20172603	9856	1472040	67691400	11645230498	부라더
20171121	20172742	8436	6830388	63695700	55918165249	범죄도시
20171121	20179942	8072	137033	59951400	1095540100	러빙 빈센트
20171121	20175441	4490	138746	29159500	1011980064	채비
20171121	20165748	2334	38739	24678800	333622300	꾼
20171121	20171024	1780	447337	13615600	3565452800	너의 췌장을 먹고 싶어
20171120	20168221	72978	1214899	563461300	10150246149	저스티스 리그
20171120	20174622	32023	1069924	244530500	8598261699	해피 데스데이
20171120	20175121	18001	4610396	135642100	37331552345	토르: 라그나로크
20171120	20168754	17328	288442	127421200	2237197637	7호실
20171120	20172603	9816	1462184	68633700	11577539098	부라더
20171120	20172742	9677	6821952	72290500	55854469549	범죄도시
20171120	20179942	7200	128961	53884200	1035588700	러빙 빈센트
20171120	20175441	3752	134256	25284800	982820564	채비
20171120	20165748	3154	36405	25232000	308943500	꾼
20171120	20171024	1723	445557	13295200	3551837200	너의 췌장을 먹고 싶어
20171119	20168221	290944	1141921	2479858800	9586784849	저스티스 리그
20171119	20174622	105849	1037901	883652700	8353731199	해피 데스데이
20171119	20175121	65541	4592395	546615100	37195910245	토르: 라그나로크
20171119	20168754	52302	271114	428655200	2109776437	7호실
20171119	20172603	26082	1452368	211669100	11508905398	부라더
20171119	20172742	22897	6812275	199479600	55782179049	범죄도시
20171119	20179942	15471	121761	127662600	981704500	러빙 빈센트
20171119	20175244	8556	60484	65446000	461042800	극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 
20171119	20175441	7134	130504	55632900	957535764	채비
20171119	20171024	5712	443834	47958300	3538542000	너의 췌장을 먹고 싶어
20171118	20168221	347934	850977	2989563865	7106926049	저스티스 리그
20171118	20174622	126412	932052	1046135085	7470078499	해피 데스데이
20171118	20175121	72424	4526854	603290656	36649295145	토르: 라그나로크
20171118	20168754	65969	218812	545121779	1681121237	7호실
20171118	20172603	28393	1426286	227629400	11297236298	부라더
20171118	20172742	26516	6789378	228801000	55582699449	범죄도시
20171118	20179942	15374	106290	128383200	854041900	러빙 빈센트
20171118	20175244	7338	51928	55668100	395596800	극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 
20171118	20175441	6519	123370	50492800	901902864	채비
20171118	20171024	5718	438122	47722900	3490583700	너의 췌장을 먹고 싶어
20171117	20168221	183255	503043	1570217084	4117362184	저스티스 리그
20171117	20174622	59283	805640	486932416	6423943414	해피 데스데이
20171117	20168754	38472	152843	305653858	1135999458	7호실
20171117	20175121	30287	4454430	249895558	36046004489	토르: 라그나로크
20171117	20172603	16518	1397893	124647300	11069606898	부라더
20171117	20172742	14038	6762862	119347600	55353898449	범죄도시
20171117	20179942	8087	90916	67718100	725658700	러빙 빈센트
20171117	20165748	7598	33251	68382000	283711500	꾼
20171117	20175441	4533	116851	32661000	851410064	채비
20171117	20175611	3296	12567	29127900	96536100	페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워
20171116	20168221	164135	319788	1283624500	2547145100	저스티스 리그
20171116	20174622	75181	746357	540060500	5937010998	해피 데스데이
20171116	20168754	52005	114371	375798200	830345600	7호실
20171116	20175121	31835	4424143	232576400	35796108931	토르: 라그나로크
20171116	20172603	18401	1381375	127303900	10944959598	부라더
20171116	20172742	10618	6748824	80128300	55234550849	범죄도시
20171116	20175611	9271	9271	67408200	67408200	페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워
20171116	20179942	7207	82829	53278900	657940600	러빙 빈센트
20171116	20171024	6257	429436	44965300	3418624600	너의 췌장을 먹고 싶어
20171116	20175441	5862	112318	35936600	818749064	채비
20171115	20168221	153560	155653	1246541600	1263520600	저스티스 리그
20171115	20174622	68617	671176	507990500	5396950498	해피 데스데이
20171115	20168754	55987	62366	407786400	454547400	7호실
20171115	20175121	31204	4392308	233062700	35563532531	토르: 라그나로크
20171115	20172603	20432	1362974	144702800	10817655698	부라더
20171115	20172742	13719	6738206	101851300	55154422549	범죄도시
20171115	20175441	7461	106456	49052300	782812464	채비
20171115	20179942	7390	75622	53640000	604661700	러빙 빈센트
20171115	20165748	6619	24519	53641000	206435500	꾼
20171115	20161681	5479	230617	40626000	1839878864	미옥
20171114	20174622	45647	602559	351441200	4888959998	해피 데스데이
20171114	20175121	36953	4361104	283685600	35330469831	토르: 라그나로크
20171114	20172603	28570	1342542	208238100	10672952898	부라더
20171114	20172742	22373	6724487	169610300	55052571249	범죄도시
20171114	20161681	15278	225138	112299200	1799252864	미옥
20171114	20175441	12829	98995	86666100	733760164	채비
20171114	20165748	9486	17900	82651000	152794500	꾼
20171114	20179942	9308	68232	69264800	551021700	러빙 빈센트
20171114	20169643	7026	483985	51410500	3855350464	침묵
20171114	20171024	3525	418604	27625600	3339101600	너의 췌장을 먹고 싶어
20171113	20174622	50167	556912	385313400	4537518798	해피 데스데이
20171113	20175121	41186	4324151	315686400	35046784231	토르: 라그나로크
20171113	20172603	31606	1313972	233227100	10464714798	부라더
20171113	20172742	24824	6702114	186982300	54882960949	범죄도시
20171113	20161681	16872	209860	123781500	1686953664	미옥
20171113	20175441	11278	86166	79222100	647094064	채비
20171113	20179942	8270	58924	61416400	481756900	러빙 빈센트
20171113	20169643	8025	476959	59529900	3803939964	침묵
20171113	20165748	5463	8414	46535500	70143500	꾼
20171113	20171024	3938	415079	30766700	3311476000	너의 췌장을 먹고 싶어
20171112	20175121	172871	4282965	1457937500	34731097831	토르: 라그나로크
20171112	20174622	157596	506745	1318357800	4152205398	해피 데스데이
20171112	20172603	112963	1282366	935964600	10231487698	부라더
20171112	20172742	63384	6677290	550348200	54695978649	범죄도시
20171112	20161681	43168	192988	362828900	1563172164	미옥
20171112	20169643	22486	468934	189481900	3744410064	침묵
20171112	20175441	20766	74888	164313600	567871964	채비
20171112	20175244	18055	40711	137869600	312975600	극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 
20171112	20179942	15600	50654	130354500	420340500	러빙 빈센트
20171112	20171024	12810	411141	110403900	3280709300	너의 췌장을 먹고 싶어
20171111	20175121	213816	4110094	1813589000	33273160331	토르: 라그나로크
20171111	20174622	181615	349149	1506169812	2833847598	해피 데스데이
20171111	20172603	133987	1169403	1108031190	9295523098	부라더
20171111	20172742	73842	6613906	639784910	54145630449	범죄도시
20171111	20161681	55584	149820	469104778	1200343264	미옥
20171111	20169643	25071	446448	211117900	3554928164	침묵
20171111	20175441	22888	54122	177285878	403558364	채비
20171111	20175244	16582	22656	125815500	175106000	극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 
20171111	20179942	15766	35054	132613600	289986000	러빙 빈센트
20171111	20171024	15570	398331	133459700	3170305400	너의 췌장을 먹고 싶어
20171110	20175121	79054	3896278	673951200	31459571331	토르: 라그나로크
20171110	20174622	73194	167534	611694986	1327677786	해피 데스데이
20171110	20172603	60262	1035416	480532472	8187491908	부라더
20171110	20161681	40934	94236	337641286	731238486	미옥
20171110	20172742	36787	6540064	312369628	53505845539	범죄도시
20171110	20169643	13489	421377	110424100	3343810264	침묵
20171110	20175441	12780	31234	97239786	226272486	채비
20171110	20179942	9042	19288	75455100	157372400	러빙 빈센트
20171110	20171024	6877	382761	59316400	3036845700	너의 췌장을 먹고 싶어
20171110	20173931	4448	11483	38348200	91958100	리빙보이 인 뉴욕
20171109	20175121	51340	3817224	395017600	30785620131	토르: 라그나로크
20171109	20161681	50679	53302	372698200	393597200	미옥
20171109	20174622	48693	94340	370139000	715982800	해피 데스데이
20171109	20172603	47573	975154	344380000	7706959436	부라더
20171109	20172742	26828	6503277	203664700	53193475911	범죄도시
20171109	20175441	13267	18454	90017700	129032700	채비
20171109	20169643	11184	407888	81648200	3233386164	침묵
20171109	20179942	6918	10246	52621500	81917300	러빙 빈센트
20171109	20171024	5087	375884	40031700	2977529300	너의 췌장을 먹고 싶어
20171109	20173931	4417	7035	33777400	53609900	리빙보이 인 뉴욕
20171108	20172603	64328	927581	470673700	7362579436	부라더
20171108	20175121	61380	3765884	475687700	30390602531	토르: 라그나로크
20171108	20174622	45059	45647	341139800	345843800	해피 데스데이
20171108	20172742	33468	6476449	254798700	52989811211	범죄도시
20171108	20169643	29056	396704	215345700	3151737964	침묵
20171108	20171024	8197	370797	63792400	2937497600	너의 췌장을 먹고 싶어
20171108	20173724	4784	95995	38624400	835623400	직쏘
20171108	20070454	1871	261271	14074000	1809166100	원스
20171108	20173612	1556	18710	11847300	149852800	메소드
20171108	20173804	1235	14246	8843400	110697736	배드 지니어스
20171107	20172603	62262	863253	460408200	6891905736	부라더
20171107	20175121	62157	3704504	482385000	29914914831	토르: 라그나로크
20171107	20172742	36032	6442981	274367600	52735012511	범죄도시
20171107	20169643	31370	367648	231533000	2936392264	침묵
20171107	20171024	8058	362600	63539400	2873705200	너의 췌장을 먹고 싶어
20171107	20173724	6594	91211	53686400	796999000	직쏘
20171107	20070454	2042	259400	14913300	1795092100	원스
20171107	20173612	1586	17154	12289700	138005500	메소드
20171107	20173804	1575	13011	11316400	101854336	배드 지니어스
20171107	20173931	1359	2618	8598500	19832500	리빙보이 인 뉴욕
20171106	20175121	71307	3642347	563989300	29432529831	토르: 라그나로크
20171106	20172603	69429	800991	517585400	6431497536	부라더
20171106	20172742	37951	6406949	289152000	52460644911	범죄도시
20171106	20169643	33631	336278	248753800	2704859264	침묵
20171106	20171024	8995	354542	70666100	2810165800	너의 췌장을 먹고 싶어
20171106	20173724	7961	84617	64945900	743312600	직쏘
20171106	20161681	2098	2123	16774000	16899000	미옥
20171106	20070454	1936	257358	14534600	1780178800	원스
20171106	20173612	1707	15568	12858400	125715800	메소드
20171106	20173804	1248	11436	8983500	90537936	배드 지니어스
20171105	20175121	306265	3571040	2601163600	28868540531	토르: 라그나로크
20171105	20172603	225890	731562	1868293700	5913912136	부라더
20171105	20172742	94881	6368998	820742200	52171492911	범죄도시
20171105	20169643	84505	302647	703798200	2456105464	침묵
20171105	20171024	27992	345547	236049400	2739499700	너의 췌장을 먹고 싶어
20171105	20173724	18566	76656	170353300	678366700	직쏘
20171105	20174902	6525	13983	48954700	104365600	신서유기 : 몽키킹의 부활
20171105	20173694	5067	1025322	35898200	8460735614	지오스톰
20171105	20070454	4297	255422	36651600	1765644200	원스
20171105	20171817	3127	404819	23624800	3025768800	넛잡 2
20171104	20175121	365000	3264775	3127486767	26267376931	토르: 라그나로크
20171104	20172603	249687	505672	2051485060	4045618436	부라더
20171104	20172742	109027	6274117	939860367	51350750711	범죄도시
20171104	20169643	93390	218142	780123440	1752307264	침묵
20171104	20171024	30180	317555	253803000	2503450300	너의 췌장을 먹고 싶어
20171104	20173724	22803	58090	207242500	508013400	직쏘
20171104	20174902	5737	7458	42463300	55410900	신서유기 : 몽키킹의 부활
20171104	20173694	5202	1020255	36893933	8424837414	지오스톰
20171104	20070454	5152	251125	44097200	1728992600	원스
20171104	20175208	4152	41525	37808200	362059700	뷰티풀 투모로우
20171103	20175121	162641	2899775	1395246040	23139890164	토르: 라그나로크
20171103	20172603	130102	255985	1053391476	1994133376	부라더
20171103	20172742	62666	6165090	530506840	50410890344	범죄도시
20171103	20169643	60910	124752	493607624	972183824	침묵
20171103	20173724	17034	35287	152756400	300770900	직쏘
20171103	20171024	16539	287375	142242300	2249647300	너의 췌장을 먹고 싶어
20171103	20070454	3691	245973	30964700	1684895400	원스
20171103	20173612	2520	7612	21552600	60952000	메소드
20171103	20173694	1853	1015053	13364560	8387943481	지오스톰
20171103	20173806	1610	68229	14003000	561283000	노 게임 노 라이프 -제로-
20171102	20172603	100941	125883	746500200	940741900	부라더
20171102	20175121	99572	2737134	783942000	21744644124	토르: 라그나로크
20171102	20169643	57510	63842	420845300	478576200	침묵
20171102	20172742	45275	6102424	343228200	49880383504	범죄도시
20171102	20173724	17581	18253	142638500	148014500	직쏘
20171102	20171024	11352	270836	89061400	2107405000	너의 췌장을 먹고 싶어
20171102	20070454	2986	242282	22474100	1653930700	원스
20171102	20173806	2985	66619	22324400	547280000	노 게임 노 라이프 -제로-
20171102	20173612	2857	5092	21924900	39399400	메소드
20171102	20177342	2181	8395	14573500	62678500	내게 남은 사랑을
20171101	20175121	129636	2637562	997923900	20960702124	토르: 라그나로크
20171101	20172742	64455	6057149	484800300	49537155304	범죄도시
20171101	20171024	21004	259484	163485500	2018343600	너의 췌장을 먹고 싶어
20171101	20173694	12792	1011971	93288600	8366214421	지오스톰
20171101	20164424	5347	374290	36897600	2833495615	대장 김창수
20171101	20070454	4909	239296	37443100	1631456600	원스
20171101	20165450	3296	3838167	23035400	31150223892	남한산성
20171101	20176767	2756	165632	17068000	1281290100	나는 내일, 어제의 너와 만난다
20171101	20174142	2365	3264836	15255900	25444455686	아이 캔 스피크
20171101	20175208	2204	34357	17772900	298670900	뷰티풀 투모로우
20171031	20175121	140706	2507926	1080148250	19962778224	토르: 라그나로크
20171031	20172742	73257	5992694	545458400	49052355004	범죄도시
20171031	20171024	20128	238480	155660700	1854858100	너의 췌장을 먹고 싶어
20171031	20173694	14776	999179	107979700	8272925821	지오스톰
20171031	20164424	5493	368943	35054200	2796598015	대장 김창수
20171031	20165450	4765	3834871	31493400	31127188492	남한산성
20171031	20172603	3383	24602	23162900	192201700	부라더
20171031	20175208	2665	32153	21014900	280898000	뷰티풀 투모로우
20171031	20176767	2451	162876	15132000	1264222100	나는 내일, 어제의 너와 만난다
20171031	20177342	2232	6067	17156000	47223000	내게 남은 사랑을
20171030	20175121	152634	2367220	1189500500	18882629974	토르: 라그나로크
20171030	20172742	74380	5919437	557734200	48506896604	범죄도시
20171030	20171024	19389	218352	151344200	1699197400	너의 췌장을 먹고 싶어
20171030	20173694	13429	984403	99246000	8164946121	지오스톰
20171030	20164424	5022	363450	33404700	2761543815	대장 김창수
20171030	20165450	3883	3830106	26964700	31095695092	남한산성
20171030	20175208	2658	29488	21448700	259883100	뷰티풀 투모로우
20171030	20176767	2434	160425	14876000	1249090100	나는 내일, 어제의 너와 만난다
20171030	20174142	2335	3260595	13354600	25416935986	아이 캔 스피크
20171030	20172603	1951	21219	13912000	169038800	부라더
20171029	20175121	599966	2214586	5058404450	17693129474	토르: 라그나로크
20171029	20172742	177537	5845057	1516526700	47949162404	범죄도시
20171029	20171024	52875	198963	442659000	1547853200	너의 췌장을 먹고 싶어
20171029	20173694	41114	970974	334337200	8065700121	지오스톰
20171029	20164424	9272	358428	71526500	2728139115	대장 김창수
20171029	20165450	7857	3826223	63582500	31068730392	남한산성
20171029	20176767	6794	157991	41676000	1234214100	나는 내일, 어제의 너와 만난다
20171029	20174103	6182	16932	45217400	123331100	배저로와 친구들: 신비한 모험
20171029	20175208	5602	26830	51443000	238434400	뷰티풀 투모로우
20171029	20171817	5261	396958	41251300	2969878200	넛잡 2
20171028	20175121	662646	1614620	5619909407	12634725024	토르: 라그나로크
20171028	20172742	190514	5667520	1618957524	46432635704	범죄도시
20171028	20171024	52788	146088	441380300	1105194200	너의 췌장을 먹고 싶어
20171028	20173694	42469	929860	347154976	7731362921	지오스톰
20171028	20164424	8764	349156	66805000	2656612615	대장 김창수
20171028	20176767	7147	151197	45779000	1192538100	나는 내일, 어제의 너와 만난다
20171028	20174103	6840	10750	48890700	78113700	배저로와 친구들: 신비한 모험
20171028	20165450	6754	3818366	54646500	31005147892	남한산성
20171028	20175208	5813	21228	52779900	186991400	뷰티풀 투모로우
20171028	20173806	5443	57867	44394400	477755100	노 게임 노 라이프 -제로-
20171027	20175121	316499	951974	2696624817	7014815617	토르: 라그나로크
20171027	20172742	107996	5477006	909097722	44813678180	범죄도시
20171027	20171024	29630	93300	247873700	663813900	너의 췌장을 먹고 싶어
20171027	20173694	29376	887391	228523678	7384207945	지오스톰
20171027	20164424	9534	340392	66304300	2589807615	대장 김창수
20171027	20165450	6635	3811612	50160700	30950501392	남한산성
20171027	20175208	5532	15415	50334300	134211500	뷰티풀 투모로우
20171027	20176767	4265	144050	27249000	1146759100	나는 내일, 어제의 너와 만난다
20171027	20164481	2670	10413	20023000	70694500	유리정원
20171027	20174142	2336	3253897	17164700	25369708086	아이 캔 스피크
20171026	20175121	217223	635475	1698643400	4318190800	토르: 라그나로크
20171026	20172742	81135	5369010	612166500	43904580458	범죄도시
20171026	20171024	19506	63670	152235000	415940200	너의 췌장을 먹고 싶어
20171026	20173694	18643	858015	138157600	7155684267	지오스톰
20171026	20175208	9883	9883	83877200	83877200	뷰티풀 투모로우
20171026	20164424	7970	330858	52712000	2523503315	대장 김창수
20171026	20165450	5335	3804977	35902000	30900340692	남한산성
20171026	20174142	4406	3251561	25795800	25352543386	아이 캔 스피크
20171026	20173806	4039	50175	31317700	413751500	노 게임 노 라이프 -제로-
20171026	20176767	3209	139785	20223500	1119510100	나는 내일, 어제의 너와 만난다
20171025	20175121	415741	418252	2590457400	2619547400	토르: 라그나로크
20171025	20172742	111470	5287875	676147600	43292413958	범죄도시
20171025	20171024	38923	44164	223629700	263705200	너의 췌장을 먹고 싶어
20171025	20173694	36023	839372	209698400	7017526667	지오스톰
20171025	20164424	14229	322888	83038200	2470791315	대장 김창수
20171025	20174142	14017	3247155	61819000	25326747586	아이 캔 스피크
20171025	20176767	5620	136576	33236900	1099286600	나는 내일, 어제의 너와 만난다
20171025	20165450	5196	3799642	32010500	30864438692	남한산성
20171025	20164481	3933	5131	23059000	32643000	유리정원
20171025	20172064	1386	40319	8993500	317901182	마더!
20171024	20172742	100208	5176405	757190300	42616266358	범죄도시
20171024	20173694	50612	803349	388892900	6807828267	지오스톰
20171024	20164424	24971	308659	176586900	2387753115	대장 김창수
20171024	20165450	10521	3794446	73959500	30832428192	남한산성
20171024	20175222	7164	4936335	54327400	40914305736	킹스맨: 골든 서클
20171024	20176767	5114	130956	38877500	1066049700	나는 내일, 어제의 너와 만난다
20171024	20174142	4623	3233138	31535800	25264928586	아이 캔 스피크
20171024	20168282	4309	309244	32540700	2665166565	블레이드 러너 2049
20171024	20172064	4107	38933	29724500	308907682	마더!
20171024	20176761	2924	28606	21655600	227022700	잠깐만 회사 좀 관두고 올게
20171023	20172742	109005	5076197	824492100	41859076058	범죄도시
20171023	20173694	57979	752737	451613300	6418935367	지오스톰
